4063928156,"With my dad in town for a couple days, <a href=""http://www.flickr.com/photos/renolauren/sets/72157605404803672/"">Caitlin</a> and I have had the pleasure of spending lots of quality time with him, as well as each other. She really is my favorite person, and I truly don't know what I'd do without her."
5396403077,chimalhuakan 2011...
6978137871,"<a href=""http://www.lynspace.com"" rel=""noreferrer nofollow"">www.lynspace.com</a>"
3665913240,full bloomed flowers near my place in old town alexandria
6648289191,Die Ente war nur am Schnattern!
3802339361,"A couple of minutes before 8pm, my wife and I were sitting on our 6th floor balcony, looking at the beach, when all of  sudden, something came into view around the corner of the condo.  We were front row, center, watching a tandem skydive land on the beach directly in front of the building.  They landed, unharnessed, packed up their equipment, and walked, I swear, only 15 feet to where their pickup truck was waiting.  Talk about precision landing from 10,000 feet.

There's a small general aviation airport West of our building, Mustang Beach Airport, and apparently  a skydive business (<a href=""http://skydivetexasbeaches.com/home.html"" rel=""noreferrer nofollow"">skydivetexasbeaches.com/home.html</a>) has opened up.  We saw a few earlier jumps today, but not from our unit.  We've been coming to Port Aransas for 20 years, seen a lot of planes, helicopters, etc.  This is a first for us.
(And they even missed landing on the kids on the beach)!"
6101204291,"This cute little fellow was sitting on the windshield of my car.

<i>© PJJA Timmermans [2011] all rights reserved.
Pjerry.photos@gmail.com</i>"
228954858,"Helsinki, Finland."
3782116777,"July, 2009"
3778718189,"No, i am just kidding no chandrayan, this plane crossing at an angle made me click this.

The clarity of this picture is as i would put it is as pure luck.

Processed picture

<b><a href=""http://www.urspark.com/vob.php"" rel=""noreferrer nofollow"">View On Black</a></b>

An there is a little dirt on the lens which makes the right bottom corner a lil bad."
4827891443,
4788266703,"The moon rises after sunset over the summer fog of San Francisco Bay. No HDR.  I've been away from photography for a few weeks, so I'll catch up with the huge pile of emails soon!

Free wallpaper for over 100 of my images in 6 different screen sizes is now available!

See the 1200 pixel version!
<a href=""http://www.flickr.com/photos/patrick-smith-photography/4788266703/sizes/o/in/photostream/"">www.flickr.com/photos/patrick-smith-photography/478826670...</a>



---------------------------------------------------------
Settings etc.:
---------------------------------------------------------

Canon 5D Mark II
Canon 17-40L @17 
4-minute exposure @F8  
LEE soft ND grad (100x150mm - 4x6in) 0.9 + 0.9
Lee foundation kit filter holder with Lee 77mm adapter ring
No polarizer.
ISO 200
RAW file processed with Capture One by Phase One
TIFF file processed with Photoshop

----------------------------------------------------------------------------------
The Story
----------------------------------------------------------------------------------

Once per month during a full moonrise at sunset, rangers on Mt. Tamalpais, just north of San Francisco have a moonlight walk.  This is the only chance to see this place at night because the park closes at sunset.  It was hot (90f (32c), dry and windy above the cold (59F (15c) fog.  You can literally walk from the cold fog to the hot winds and back again in just a few minutes!  And at times, you can feel cool breaths of air breaking up the hot winds.  This situation is common all summer long at 1500-3000 ft elevation above the coast of California.

The grasses, fog and trees, blew a lot and became softened during the 4 minute exposure.  So there is very little here that was stationary.  So even though it is sharp, only the rocks on the trail, the short foreground grasses, and the background are sharp.

If you ever get a change to do this, definitely try it out.  Sometimes the cold fog is too high and you see nothing, but it is worth a try.

See &quot;Guided hikes&quot; here:
<a href=""http://www.mttam.net/"" rel=""noreferrer nofollow"">www.mttam.net/</a>


The map shows where you park to start the hike.  The exact location is a 2 mile moderate hike in the dark from the ranger station, which is near the gate that they close at sunset.  It is not far from the road that you can take during the day, but a long-ish hike at night.  Bring your flashlight!

---------------------------------------------------------------------
Other stuff
---------------------------------------------------------------------

My pictures are featured on the front page of the newly redesigned <a href=""http://www.ca.gov"" rel=""noreferrer nofollow"">
The state Gov. of California website</a>.  Have a look!  It is Flash with my pics cut into layers for a 3-d slideshow.  If you are into building apps, the State has opened up lots of data to the public, so check it out!

----------------------------------------------------------------------
Resources:
----------------------------------------------------------------------

Google Earth
<a href=""http://earth.google.com/"" rel=""noreferrer nofollow"">earth.google.com/</a>

Simply the best way to scout out locations that there is.  You can see sun angles and pre-visualize light under lots of different conditions.  Sometimes you can actually pre-compose your shots!  This has saved me many thousands of vertical feet of climbing by avoiding spots with blocked views etc.

Satellite imagery (choose 'National' for a local US region or use your fave website)
<a href=""http://www.wrh.noaa.gov/satellite/?wfo=mtr"" rel=""noreferrer nofollow"">www.wrh.noaa.gov/satellite/?wfo=mtr</a>

Tide charting and preditions: (chose your area in US, other countries have similar websites)
<a href=""http://tidesandcurrents.noaa.gov/tide_predictions.shtml?gid=235"" rel=""noreferrer nofollow"">tidesandcurrents.noaa.gov/tide_predictions.shtml?gid=235</a>

Wave Heights (I choose 'North Pacific from Global')
<a href=""http://polar.ncep.noaa.gov/waves/main_int.html"" rel=""noreferrer nofollow"">polar.ncep.noaa.gov/waves/main_int.html</a>
Or Here:
<a href=""http://www.opc.ncep.noaa.gov/shtml/RP1bw.gif"" rel=""noreferrer nofollow"">www.opc.ncep.noaa.gov/shtml/RP1bw.gif</a>

Photos of every inch of the California coastline from a small plane.  Excellent for close in detailed views.

<a href=""http://www.californiacoastline.org/"" rel=""noreferrer nofollow"">www.californiacoastline.org/</a>

.
."
4063928156,"With my dad in town for a couple days, <a href=""http://www.flickr.com/photos/renolauren/sets/72157605404803672/"">Caitlin</a> and I have had the pleasure of spending lots of quality time with him, as well as each other. She really is my favorite person, and I truly don't know what I'd do without her."
5396403077,chimalhuakan 2011...
6978137871,"<a href=""http://www.lynspace.com"" rel=""noreferrer nofollow"">www.lynspace.com</a>"
3665913240,full bloomed flowers near my place in old town alexandria
6648289191,Die Ente war nur am Schnattern!
3802339361,"A couple of minutes before 8pm, my wife and I were sitting on our 6th floor balcony, looking at the beach, when all of  sudden, something came into view around the corner of the condo.  We were front row, center, watching a tandem skydive land on the beach directly in front of the building.  They landed, unharnessed, packed up their equipment, and walked, I swear, only 15 feet to where their pickup truck was waiting.  Talk about precision landing from 10,000 feet.

There's a small general aviation airport West of our building, Mustang Beach Airport, and apparently  a skydive business (<a href=""http://skydivetexasbeaches.com/home.html"" rel=""noreferrer nofollow"">skydivetexasbeaches.com/home.html</a>) has opened up.  We saw a few earlier jumps today, but not from our unit.  We've been coming to Port Aransas for 20 years, seen a lot of planes, helicopters, etc.  This is a first for us.
(And they even missed landing on the kids on the beach)!"
5721628133,
4146555980,"Ho'okipa Beach Park, Maui"
1880483693,
5512223570,
2217270938,
233063453,"Qui siamo vicini alla Maranella, un fiumiciattolo... Poco più in là c'è il Ninfeo di Egeria (la Ninfa Egeria, quella dell'Acqua Santa di Roma, che in effetti è a qualche centinaio di metri da la', ovviamente NON nel Parco!!)..."
5578659954,"This was the last sunrise of winter. I wanted to catch the sun coming up at Coquina Rocks, near Fort Fisher, North Carolina, with the rocks as a foreground. The tide was too high to see much of the rocks, but the seagulls were everywhere. This one stopped long enough for me to take this 3 exposure set for and HDR image. I combined and tonemapped the shots in Photomatix, then did editing in Photoshop with Nik filters.

<i>&quot;But for you who revere my name, the sun of righteousness will rise with healing in its wings.&quot; (Malachi 4:2)</i>"
6171916287,Landcruiser trails in the Sinai desert
6074760601,
4835751120,"<b><i>© André Distel</i></b> - <a href=""http://www.flickr.com/people/mitchellgoosen/"">PROFILE</a>  - <a href=""http://twitter.com/#!/andredistel"" rel=""noreferrer nofollow"">TWITTER</a>

This was taken on our final day. We hiked from Moraine Lake to Sentinel Pass and back. Due to time constrains we were not able to go any further. The first part of the hike is strenuous and signs at the start say that it is highly recommended to travel in groups of 4 due to grizzly bear activity in Larch Valley. 

The first part basically goes uphill all the way. It's approx. 1,500 feet elevation sraight up in serpentines. Once you pass the timberline, it all becomes a totally different scenery - and that was the most amazing thing we experienced in the Rockies. All trails and mountains, even though they are so close, are so different. Larch Valley bascially is like a huge plateau surrounded by a huge mountain range. It is also called the Valley of the ten peaks. 7 1/2 peaks are visible in the background. 

It is truly an amazing scenery to hike through. Probably the best hike I have done so far. Photo opportunities are everywhere, which makes sorting out the good ones really tough. The lake just before the last huge elevation gain was still partially frozen. The &quot;trail&quot; goes up on the left side through rocks and snow. 

We met a couple people up there. &quot;Luckily&quot; not everyone makes it that far. 

Elevation at this point is approx. 8,600 feet. 

Photo was taken with one single exposure. 1/160 sec @ f/11 

View large on black here: 
<a href=""http://www.flickr.com/photos/mitchellgoosen/4835751120/lightbox/"">www.flickr.com/photos/mitchellgoosen/4835751120/lightbox/</a>

Also found here: <a href=""http://www.flickr.com/photos/mescher/galleries/72157624452300855/"">www.flickr.com/photos/mescher/galleries/72157624452300855/</a>"
3036914747,West Seattle at sunset.
5578562711,"err, april fools?"
95129742,"I was driving around New Jersey with a friend after a quick trip to Ikea and she spotted these guys playing around.  They seemed healthy, well tempered (if a bit skittish) and well fed (wet food and dry food were left out for them.)"
5415237701,
3166231287,
6170112660,"View from our office. Not too bad :), if i do say so myself.

Please don't comment with (blinking of self-promoting) images.
And please respect the copyright on the photos in my photostream."
6019351600,Johnny Reid's back-up singer Calgary Stampede 2009
5027549996,"Looking skyward to the tip of the iceberg from a zodiac afforded me this shot of the blue ice captured against the purple skies of Renbugten, Kaiser Franz Joseph Fjord, Greenland"
5079208093,
3871190584,"Cesare and Gisella
 © Rory O’Bryen
<a href=""http://www.roryobryen.com"" rel=""noreferrer nofollow"">www.roryobryen.com</a>"
6860354010,"Many thanks for your kind comments, appreciated, Trev
<a href=""http://www.flickriver.com/photos/55790422@N02/popular-interesting/"" rel=""noreferrer nofollow"">SNAPDECISIONS !'s most interesting photos on Flickriver</a>"
5289373856,"The skyline of the Victoria Harbour, featuring the tallest building in HK, IFC.


Please join my new group:  <a href=""http://www.flickr.com/groups/year_2011/"">2011!</a>
"
1322001414,"Benson, Vermont"
3059429882,She Still Watches - 2008 Base Montreal Open Volleyball Tournament
6465103027,
414579931,
4818600004,
3337511915,
2952425842,"<b>vida que brota...</b>
EXPLORE #177 on Sunday, October 19, 2008
Nas mais interessantes da <a href=""http://www.flickr.com/cameras/olympus/fe190/"">FE-190/</a>

(semente de Sibipiruna no quintal de casa)"
3457847598,"explore #4 ---    @#$!!!!1

<a href=""http://bighugelabs.com/flickr/onblack.php?id=3457847598&amp;size=large"" rel=""noreferrer nofollow"">View On Black</a>"
7228683048,Sonnenuntergang an der Ostsee
5047576021,
6920035867,I tried to get away from the usual Staple Tor shot and was  lucky enough to find a small pool with some thin ice on top. This is a view from part of Staple Tor looking  towards Roos Tor in the distance. 
3928828950,
5308701556,Picturesque night scene on a Solvang street.
7101856205,
7003234156,"Another old shot that I hadn't processed... I've not had time to get out and photograph anything new lately but I've been itching to get into the high country to capture some new images; looking over these older shots have really made me miss the backcountry. 

This was taken in the Flat Tops Wilderness Area just as we'd gotten up onto the mesa."
6678463103,PENTAX67（75㎜/f5.6）×kodak PORTRA400
5888834270,View from the plane going home.
5266790796,"On tour with <a href=""http://www.flickr.com/photos/alt_gr/"">alt_gr</a>

©Matthias Haker 2010
<a href=""http://www.facebook.com/hakerphoto"" rel=""noreferrer nofollow"">Follow me on Facebook</a>"
454724828,"Having a &quot;michelada&quot; of corona beer in Xochimilco, México."
5932121172,"This is Mari and Nikka. We all went to McCall for the weekend and stayed in a cabin. It was an awesome time. The first night we got in a little late from work and went out to grab something to eat and then back to the cabin. Mari was just about to put Nikka down and I snapped a few shots of her. This was my favorite. 

<strong>Please hit the letter L and view this large. </strong>

Strobist: one 580EX II bounced off the ceiling at 1/4th power"
5561923507,"Rehearsal at ODC Theatre in the Mission. February 15, 2011. The Ramon Alayo Dance Company."
516927266,
5890200561,...or should I call it &quot;Better living...&quot;?
5260711423,Decided to go through last fall's image files and found this aspen grove detail that I'd missed before.  Note the bear claw marks on the center-left tree.  Click image to view larger and on black.
6003675069,
1346563281,"West Tisbury Farmer's Market, West Tisbury, Martha's Vineyard, Massachusetts"
3531227733,
6403085325,"There is nothing better than a good trail buddy in a beautiful place.

<a href=""http://www.cameralenscompare.com/badge2.aspx"" rel=""noreferrer nofollow"">View Awards Count</a>"
4751618073,Drawing a hopscotch grid. July 6 this shot reached 100 faves. Thanks all!
1960945212,
5492259080,"All Rights Reserved by © Elizabeth C Roberts.
my images may not be downloaded, reproduced, copied, transmitted or manipulated without my written permission
"
3689953747,
5669244729,"Macy has been talking about making smoothies for a while now and when Jeff gave us some strawberries it seemed like a good time to do it. She mixed this up that night and it was pretty good. 

<strong>Please hit the letter L and view this large. </strong>

Strobist: One 430EX camera left shot through lumiquest 80-20 at 1/4th power "
2505566540,"even cooler guys, Dōtonbori, Osaka"
5697621460,"This morning turned out to be a great day to be on the boat.  This was captured from my boat.

EXPLORE on May 7, 2011

Camera: Nikon D7000
Exposure: 1/1000 sec
Aperture: f/5.6
35 mm Equiv Focal Length: 450 mm
ISO: 280"
4334352890,"My first vertorama try :) sorry about the horizon, right smack in the middle."
3580066266,"Sunday, May 10, 2009
The Lake
Central Park
New York, New York
<em>File Name: DSC_9937</em>

<strong>Description &amp; Photographer Notes:</strong>
Another shot of the skyline on Central Park South (West 59th Street) from The Lake in Central Park.  The white balance was adjusted.  Clarity, vibrance, and saturation was increased to make the colors pop out.  A slight vignetted was applied to control the focal point.  Processed in Adobe Lightroom 2.0."
3727614777,
5489315155,"Moana Beach
South Australia

Last weekend, I took a drive down south of Adelaide to Moana Beach at low tide. The skies looked very promising in the dark but by the time dawn arrived, the clouds had all vanished! There wasn't too much tide action going on but enough to get this kind of shot as the light came up from behind. Who would have thought there could be so many compositions with the same set of poles :P"
6099199640,
5516721831,
6080886857,"Something really beautiful about the color &amp; tranquility of the sea that morning, Golfo Nuevo"
2620356362,"I snapped this picture of a homeless lady I saw sitting at a pier in Key West, FL.  She kept on looking over to the open sea and mumbling to herself, but I could not make out what she was saying."
4317007876,"The temperature is in the single digits again...
( just thought I'd mention that before I go back into hibernation. ;~)



<a href=""http://bighugelabs.com/onblack.php?id=4317007876"" rel=""noreferrer nofollow"">View On Black</a>"
6541705771,"the lovely ladies of  <a href=""http://www.iscreamcakes.com"" rel=""noreferrer nofollow"">I Scream Cakes</a>"
4331117232,"Summer swimming. Seems a long way away at the moment, cycling home in the dark and rain.

<a href=""http://www.itsnot.me.uk/df/?4035/4331117232_ee2c86b19f_o.jpg"" rel=""noreferrer nofollow"">Bigger</a>"
3603653722,"This is my daughter, Stephanie. :0)

Rascal Flatts - My Wish
<a href=""http://www.youtube.com/watch?v=xz32I_GbpeU"" rel=""noreferrer nofollow"">www.youtube.com/watch?v=xz32I_GbpeU</a>"
5699072147,"FLICKR EXPLORE - May 8, 2010 (Thanks Everyone)

Happy Mother's Day to all my Flickr &amp; Facebook family, friends and contacts.  Red tulip flowers that were photographed a few minutes ago in our garden.


<b>Please Click on the Image to View Large On Black.</b>"
5947974582,
6314623083,"<a href=""http://bighugelabs.com/onblack.php?id=6314623083&amp;size=large"" rel=""noreferrer nofollow"">View On Black</a>"
942674846,
1482360147,"Fotógrafo de boda
Edward Olive de una boda en el año 2007
 
Wedding photographer Madrid Barcelona London Paris 
<a href=""https://plus.google.com/115032003955557981273/posts"" rel=""noreferrer nofollow"">plus.google.com/115032003955557981273/posts</a>

just married wedding car kiss. i had to wait outside during the whole ceremony because the catholic mafia that controlled the church would not let me in. i nearly had a fight with the mafia photographer and mafia videographer and hired mafia security guard. the priests here really know how to but money first and make huge amounts of money from illegal exclusive photo money &quot;exclusivas&quot;. as i result this poor couple don't have any photos from me of their actual wedding ceremony.
© 2007 All rights reserved. info@edwardolive.com  <a href=""http://www.edwardolive.info"" rel=""noreferrer nofollow"">www.edwardolive.info</a>

"
3189325750,January 2009
5420357689,
3586396646,"Toni Duarte Freelance Photographer
Please don't use this image on websites, blogs or other media
without my explicit permission.
© All rights reserved
Contac: toniduarte[a]cmail.cat "
417986094,"Just downstream of the Globe Bridge off of South Main Street in Woonsocket. The river was running high and wide due to two days of heavy rain. 

(_DSC199701)
"
4572734957,"Foto: Lupe Jelena
Maquillaje: Micaela Cerrotti
Modelo: Mai Lombardero Duhart
Dirección de Arte, Estilismo, Vestuario y Producción: Eugenia Foguel

<a href=""http://www.lupejelena.com.ar"" rel=""noreferrer nofollow"">www.lupejelena.com.ar</a>"
5048304256,
2884529539,"<a href=""http://www.darckr.com/photo?photoid=2879386558&amp;width=1024&amp;height=768&amp;photoid=2884529539"" rel=""noreferrer nofollow"">Please View Large on Black</a>

I am a native Coloradoan that found my passion for nature at an early age thanks to beautiful spots like this.  West Creek Falls are just inside Rocky Mountain National Park and also are within the West Creek State Natural Area.  West Creek below the falls serves as habitat for populations of the threatened native greenback cutthroat trout (<i>Onorhychus clarki stomias</i>). 

Image note: a couple of folks in the comments have asked if this is an HDR.  I would say 20% or less of what you see here is HDR and 80% is basically an unretouched original as the base image.  I often find laying an HDR image that is as good as I can get it on the non-hdr middle ev frame and then turning the opacity down on the HDR layer can help keep colors natural and yet still protect highlights and bring out shade details.  Also for the HDR software used on this, it was actually the new Photomatix beta 3.1 version's exposure blending with all the manual controls (try it!) and no tone-mapping was done."
623260075,Some youth were running up these 3-4m high walls at the rear entrance to Oberhausen Central Station...
4587038162,
5068743009,
6696943261,"When life starts, you are a inecent beauty with hope. This hope is what we take whith us trugh the life. Life is a gift, so we need to take kare of that gift and give somone else the same gift."
2609862751,De Brazza's Monkey (Cercopithecus neglectus)
245448802,...and the last diver.
6264308622,"Strobist info: 
-one BW  500 gridded and shot camera right 
-one BW 500 snooted and shot from camera right behind subject 
-one sb600 with a blue gel from camera right pointing at bottom of skating board 
-one sb800 with a full CTO gel pointing at board from camera left


B&amp;W conversion made in LR3"
457702036,Robbie Holland.
4650541865,
3616264482,"Goosenecks State Park, UT"
4111840334,"Westminster, London, England, UK

September 26, 2009 • Taken by Joe
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

<b>Photos are © 2005 and on to Raya, Joe &amp; Moshe, <a href=""http://www.flickr.com/photos/jololog/"">JoLoLog</a>. All rights reserved. You may not download or copy anything from JoLoLog, unless you E-mail us, ask first and get our written permission.</b>
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

The House of parliament was to the left. No idea if this was a governmental building as well. It was gorgeous, so it was photographed by both of us. Joe's photo came out nicer... much nicer *s*.

See the photographer on the lawn? And the couple sitting on the bench? And the gorgeous red brick? Beautiful day it was! *s*."
6722756391,"I had an hour free in Middlesbrough in December.  I thought I can go Christmas shopping, or I can take photos.  I took a series of longish exposure shots on my Semflex on a tripod all at f16 with the Transporter bridge as the main theme.  This one was about 60 seconds."
5809515224,"On the road

Camera : nikon D700 - 35mm"
1155041818,"Headshot Photography for local Phoenix Arizona based model.  This image will be used for promotional, advertising, and portfolio use.  Captured on location with studio lighting in Scottsdale, AZ.

© Adam Nollmeyer - AcmePhotography.net
<a href=""http://www.acmephotography.net/"" rel=""noreferrer nofollow"">model portfolio Photography Phoenix Arizona</a> 

****NOTE****
(I will be posting more photos like this EVERY DAY....  for the next week!  I've been a flickr slacker, so check back tomorrow for more photos)"
5500262532,
451802002,"For attractive lips, speak words of kindness.
For lovely eyes, seek out the good in people.
For a slim figure, share your food with the hungry.
For beautiful hair, let a child run his/her fingers through it once a day.
For poise, walk with the knowledge that you never walk alone.

People, even more than things, have to be restored, renewed, revived, reclaimed, and redeemed; never throw out anyone.

Remember, if you ever need a helping hand, you will find one at the end of each of your arms.

As you grow older, you will discover that you have two hands, one for helping yourself, and the other for helping others.

<i>Audrey Hepburn<i>. </i></i>"
2219559334,"Thats What I Did When I Took This Photo..The Statue Of Liberty Is Hiding On The Right Side Of The Water..I Saw This While Skating Thru Battery Park. 

Manhattan,Nyc 2007©

"
5219144819,"St. Louis, MO

<a href=""http://stlouis.missouri.org/citygov/parks/forestpark/turtle.html"" rel=""noreferrer nofollow"">stlouis.missouri.org/citygov/parks/forestpark/turtle.html</a>"
6143000472,"<a href=""http://fiveprime.org/blackmagic"" rel=""noreferrer nofollow"">better view</a>"
4971020495,
2275330348,"it's rare that I'm not racing on an Express 37, but there they were behind us, spinnakers proudly flying!

Golden Moon, with the white-and-black kite, won sunday's race (and saturday's too), but Elan (red kite, just to the left) won the four-race regatta overall -- congrats, guys!"
2435695539,
4086149847,"Sunday, July 12, 2009
Talkeetna, Alaska, United States
Day 10: Alaskan Cruise &amp; Land Tour
Royal Caribbean International
<em>File Name: DSC_3208</em>

<strong>Description &amp; Photographer Notes:</strong>
Located about 8 miles south-southeast of Mount McKinley, and 6 miles east of Mount Hunter, Mount Huntington  is know for known for its striking rock and ice pyramid on the Central Alaska Range.  Because of its steep peak, Mount Hungtington is favored by high-standard technical climbers."
2492377900,"<a href=""http://bighugelabs.com/flickr/onblack.php?id=2492377900"" rel=""noreferrer nofollow"">View On Black</a>

James Turrell  Three Gems   2005

deYoung Museum Golden Gate Park
San Francisco (map)
<a href=""http://en.wikipedia.org/wiki/James_Turrell"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/James_Turrell</a>
<a href=""http://www.flickr.com/photos/telmo32/sets/72157602920543114/"">Explore</a>"
3533417286,"LeAnn Rimes - Looking Through Your Eyes
<a href=""http://www.youtube.com/watch?v=c2Fq64RxaR8"" rel=""noreferrer nofollow"">www.youtube.com/watch?v=c2Fq64RxaR8</a>
Explore--May 15, 2009-- # 276"
6243364069,
7026379327,"White is Divine
White is Purity
White is Peace
White is All

A cherry blossom is the flower of any of several trees of genus Prunus, particularly the Japanese Cherry, Prunus serrulata, which is sometimes called sakura after the Japanese (桜 or 櫻; さくら).[1][2] Many of the varieties that have been cultivated for ornamental use do not produce fruit. Edible cherries generally come from cultivars of the related species Prunus avium and Prunus cerasus.

Varieties and blooming
Japan has a wide variety of cherry blossoms (sakura); well over 200 cultivars can be found there.[17] The most popular variety of cherry blossom in Japan is the Somei Yoshino. Its flowers are nearly pure white, tinged with the palest pink, especially near the stem. They bloom and usually fall within a week, before the leaves come out. Therefore, the trees look nearly white from top to bottom. The variety takes its name from the village of Somei (now part of Toshima in Tokyo). It was developed in the mid- to late-19th century at the end of the Edo period and the beginning of the Meiji period. The Somei Yoshino is so widely associated with cherry blossoms that jidaigeki and other works of fiction often depict the variety in the Edo period or earlier; such depictions are anachronisms.
 
Winter sakura (fuyuzakura/Prunus subhirtella autumnalis) begins to bloom in the fall and continues blooming sporadically throughout the winter. It is said to be a cross between Tokyo Higan cherry (edohiganzakura/P. incisa) and Mamezakura/P. pendula.[18]
 
Other categories include yamazakura, yaezakura, and shidarezakura. The yaezakura have large flowers, thick with rich pink petals. The shidarezakura, or weeping cherry, has branches that fall like those of a weeping willow, bearing cascades of pink flowers.


The Netherlands
 In the year 2000, the Japan Women's Club (JWC) donated 400 cherry blossom trees to the city of Amstelveen. The trees have been planted in the Cherry blossom park in the Amsterdamse Bos. A special detail is that every tree has a name — 200 trees have female Japanese names, 200 trees have female Dutch names.
"
4945613427,it's time that we began to laugh and cry and cry and laugh about it all again..
50286488,"I asked his mother if he liked the pictures that I took, and she said yes but he was disappointed that I hadn't posted them to Flickr.  Done."
4876494634,"Teething Trouble. And He wants to eat everything. Anything. Hands. Feet. Books. Table edges :D ... Camera... Lights...

I spent a day with Shaarav, his Mom- Nandita &amp; his Dad- Sachin this weekend.
These are a few stolen moments from their Day together. :)


# <a href=""http://www.f-stop.in"" rel=""noreferrer nofollow"">www.f-stop.in</a>"
4820755903,"Chincoteague VA, 2010
© Patrick Eozenou"
435677450,
5010604631,Cecina (Italia)
5605486477,
4936731427,
6394012943,"Shuzenji, Shizuoka
Michelin Green Guide Japon 2009☆☆
Shuzenji Hot Springs are among 186 spots ranked at Two Stars  to mark the sightseeing spot worth of visiting during the trip to Japan."
